Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Biografia_Resumen_x,Listeners_LastFM_x,Playcount_LastFM_x,Artistas_Similares,Biografia_Resumen_y,Playcount_LastFM_y,Listeners_LastFM_y
King's X,funk (Origen: funk),Canción,Manic Depression,2024,59WrsPswo4FaG764Gak6Z7,65QC0P64P36MJOTbTnosro,"King's X is an American hard rock / heavy metal band noted for its spiritual lyrics and sophisticated musical styles which include, but are not limited to, blues, progressive rock, grunge and psychedelic.

The group traces its beginnings to 1980, when Doug Pinnick and Jerry Gaskill, who had previously met while recording and touring with Phil Keaggy and touring with the band Petra, recruited Ty Tabor to join them. Calling themselves The Edge, the group extensively performed on the Springfield, Missouri bar and club circuit.",107834,3060400,"Galactic Cowboys, The Jelly Jam, Extreme, Fates Warning, Queensrÿche",,,
Jimmy Smith,funk (Origen: funk),Canción,Stuffy - From The Album Straight Life - Remastered,2024,6VDh3e6TYpqeobWP7a5Bp0,36urFGbM3YGgWElcpKenMm,"Jimmy Smith (December 8, 1928 – February 8, 2005) was an American jazz musician who helped popularize the Hammond B-3 organ, creating a link between jazz and 1960s soul music.

In 2005, Smith was awarded the NEA Jazz Masters Award from the National Endowment for the Arts, the highest honor that America bestows upon jazz musicians.

Born James Oscar Smith on 8th December 1928 in Norristown, Pennsylvania, USA. Smith was influenced by both gospel and blues.",429078,3730395,"Lou Donaldson, Stanley Turrentine, Grant Green, Hank Mobley, Jimmy McGriff",,,
War,funk (Origen: funk),Canción,Low Rider,2024,25KwJ3PcHuFwU5WoAvUuKv,2gI85o0cwzQG5J7l1SyZQM,"There are at least ten artists with this name: 

1. WAR were a popular funk group of the '70s. They mixed soul, jazz, blues, reggae, Latin and rock influences in their music.  They had a very recognizable sound, due to their mix of harmonica, horns, guitar, bass, percussion, and vocals. WAR was initially formed in 1969 from a band called Nightshift to jam while Eric Burdon free-associated lyrics.  They released two albums under Burdon's name, the first of which contained the hit Spill the Wine.",1011886,8330641,"Eric Burdon & WAR, Ohio Players, Average White Band, Parliament, Funkadelic",,,
Clean Bandit,funk (Origen: funk),Canción,Rather Be (feat. Jess Glynne),2024,5tpqeTSNAW5GROJP0Skq2h,4HaS09o7BP1VhAXZauYRFr,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
George Benson,funk (Origen: funk),Canción,Nothing’s Gonna Change My Love for You,2024,5Fg5T3EFcfznhDJ6liIXCg,52AlXFtwrqHFxWCLBwyN9q,"George Benson is a jazz guitarist born in Pittsburgh, Pennsylvania, USA on 22 March 1943. He started out playing straight-ahead instrumental jazz with organist Jack McDuff. Benson got his first experience playing with his several-year stint with McDuff's group. In 1964, at the age of 21, Benson recorded his first album as leader, The New Boss Guitar, with Brother Jack McDuff on organ.

Benson's next recording was It's Uptown with the George Benson Quartet with Lonnie Smith on organ and Ronnie Cuber on baritone sax.",1108417,12807523,"Al Jarreau, Lee Ritenour, George Duke, George Benson & Al Jarreau, The Crusaders","George Benson is a jazz guitarist born in Pittsburgh, Pennsylvania, USA on 22 March 1943. He started out playing straight-ahead instrumental jazz with organist Jack McDuff. Benson got his first experience playing with his several-year stint with McDuff's group. In 1964, at the age of 21, Benson recorded his first album as leader, The New Boss Guitar, with Brother Jack McDuff on organ.

Benson's next recording was It's Uptown with the George Benson Quartet with Lonnie Smith on organ and Ronnie Cuber on baritone sax. <a href=""https://www.last.fm/music/George+Benson"">Read more on Last.fm</a>",12807523,1108417
George Benson,funk (Origen: funk),Canción,Nothing’s Gonna Change My Love for You,2024,7CdqKs6FAXMoRJLnAL75Xd,3R5UPN6hQoIeNzk4zEjVJ0,"George Benson is a jazz guitarist born in Pittsburgh, Pennsylvania, USA on 22 March 1943. He started out playing straight-ahead instrumental jazz with organist Jack McDuff. Benson got his first experience playing with his several-year stint with McDuff's group. In 1964, at the age of 21, Benson recorded his first album as leader, The New Boss Guitar, with Brother Jack McDuff on organ.

Benson's next recording was It's Uptown with the George Benson Quartet with Lonnie Smith on organ and Ronnie Cuber on baritone sax.",1108417,12807523,"Al Jarreau, Lee Ritenour, George Duke, George Benson & Al Jarreau, The Crusaders","George Benson is a jazz guitarist born in Pittsburgh, Pennsylvania, USA on 22 March 1943. He started out playing straight-ahead instrumental jazz with organist Jack McDuff. Benson got his first experience playing with his several-year stint with McDuff's group. In 1964, at the age of 21, Benson recorded his first album as leader, The New Boss Guitar, with Brother Jack McDuff on organ.

Benson's next recording was It's Uptown with the George Benson Quartet with Lonnie Smith on organ and Ronnie Cuber on baritone sax. <a href=""https://www.last.fm/music/George+Benson"">Read more on Last.fm</a>",12807523,1108417
Clean Bandit,funk (Origen: funk),Canción,Rather Be (feat. Jess Glynne),2024,6piNEu1rKzqX4xFlCH218i,6FCbbjfrdicWY7JKZVLbVV,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Paul Parsons,funk (Origen: funk),Canción,Wicked Game - Radio Edit,2024,4RToxgqRW5tqF7D0DfAzdY,29Sf5gPniLR5g5vPZJZWKQ,,1841,7650,"Adri Block, Bradley Brookshire, Ghostbusterz, Jackers Revenge, House Of Prayers",,,
Ernie K-Doe,funk (Origen: funk),Canción,T'aint It the Truth,2024,4Y7oXRtmq2JmBDaVi9gi35,6MnxhegM25A3HDOngEtREu,"Ernest Kador, Jr. (Feb 22, 1936 - July 5, 2001) was known as Ernie K-Doe, a colorful performer, who became the first artist from New Orleans to have a national charting #1 hit actually recorded in New Orleans (Mother-In-Law,#1 Pop, #1 R&B 1961). Doe was a self promotor extraordinaire, nicknaming himself ""Emperor of The World"" and “the Greatest Boy-Child ever conceived at Charity Hospital in New Orleans”. While never to top the charts again after his 1961 hit",52917,232324,"Hank Ballard & The Midnighters, Earl King, Betty Harris, Allen Toussaint, Lee Dorsey",,,
Clean Bandit,funk (Origen: funk),Canción,Rather Be (feat. Jess Glynne),2024,6ubykNFXC6cw3omYhU3ral,4FHgiIilKKFhHXhYVqHDS6,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Roni,funk (Origen: funk),Canción,Chitti See Kabutri,2024,69EQu0EafXknOgCn31rtGg,4GwHXSK0gefXJ70lyh6IZv,"There are several artists known as 'Roni':
- a female Israeli pop singer
- a female singer-songwriter from USA
- several male Kurdish folk singers (Hozan Ronî)
- South Korean male singer

1) Roni aka Roni Duani (רוני דואני born March 10, 1986 in Rishon Lezion, Israel) - she is an Israeli pop singer, children’s television show host and a fashion model.
Roni gained recognition in 2003 with her debut album The World Outside My Door which included the hit single ""Superstar"".",8243,155953,"Maya Avraham, אמיר פיי גוטמן, שירי מימון, קרן פלס, נינט טייב",,,
Chaka Khan,funk (Origen: funk),Canción,What Cha’ Gonna Do for Me,2024,4wBSzclkk3hlwGWyoj6Djm,44sGQuCD7wXGfQo4xmIcCB,"Yvette Marie Stevens (born March 23, 1953), better known as Chaka Khan, and frequently referred to as the ""Queen of Funk"", is a 10-time Grammy Award winning American singer-songwriter from Chicago, Illinois who gained fame in the 1970s as the frontwoman and focal point of the funk band Rufus.

In  1964, at the age of 11, Khan formed her first musical group, the Crystalettes. While still in high school, she joined the Afro-Arts Theater, a group which toured with Motown great Mary Wells; a few years later",1215175,11791173,"Rufus, Phyllis Hyman, Patti LaBelle, Stephanie Mills, Diana Ross",,,
Clean Bandit,funk (Origen: funk),Canción,Rather Be (feat. Jess Glynne),2024,4VbdLQy8hwCBRj4auq9QfR,1X0pUJX1A0OijpwXlMIJW2,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Clean Bandit,funk (Origen: funk),Canción,Rather Be (feat. Jess Glynne),2024,2ILBqrdEwlR17Ux2rldu1J,4bl2aVfMOAilXWlDNt8rw4,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording",2403437,47903110,"Jonas Blue, Jax Jones, The Chainsmokers, Sigala, Calvin Harris",,,
Rudimental,funk (Origen: funk),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,7iZFIJGuu5YleP3bsyUUnC,0ov7v7V7VoCVXha675eulH,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funk),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,25IFOMeUwafQXk5ZtYVSZ1,3kPqkklcRSOv35lmu3Jc7P,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Rudimental,funk (Origen: funk),Canción,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",2024,2ISClrqSheVLWGrMRw1ajv,76xmMDdMhgV0rItCC2OExE,"Rudimental are an east London (UK) music quartet, comprising the songwriters and producers Piers Agget, Kesi Dryden and Amir Amor, together with DJ Locksmith. 

They have stated that they are on a mission to bring back soul into electronic music, and are quoted as saying: “We aren’t just electronic bedroom producers, and we’re not just guitarists and pianists who don’t know much about making a beat”.  They grew up on everything from grime to jazz and blues",1235581,21466483,"Sigma, Wilkinson, Chase & Status, Hybrid Minds, venbee",,,
Jimmy Smith,funk (Origen: funk),Canción,Jimmy's Blues - From The Album Straight Life - Remastered,2024,0mB5Zdnbb38T4sPQzUd2qg,36urFGbM3YGgWElcpKenMm,"Jimmy Smith (December 8, 1928 – February 8, 2005) was an American jazz musician who helped popularize the Hammond B-3 organ, creating a link between jazz and 1960s soul music.

In 2005, Smith was awarded the NEA Jazz Masters Award from the National Endowment for the Arts, the highest honor that America bestows upon jazz musicians.

Born James Oscar Smith on 8th December 1928 in Norristown, Pennsylvania, USA. Smith was influenced by both gospel and blues.",429078,3730395,"Lou Donaldson, Stanley Turrentine, Grant Green, Hank Mobley, Jimmy McGriff",,,
Jimmy Smith,funk (Origen: funk),Canción,Walk On The Wild Side - From The Album Bashin' - Remastered,2024,7vxO2Ov1Vl5sb3zl8llGiZ,36urFGbM3YGgWElcpKenMm,"Jimmy Smith (December 8, 1928 – February 8, 2005) was an American jazz musician who helped popularize the Hammond B-3 organ, creating a link between jazz and 1960s soul music.

In 2005, Smith was awarded the NEA Jazz Masters Award from the National Endowment for the Arts, the highest honor that America bestows upon jazz musicians.

Born James Oscar Smith on 8th December 1928 in Norristown, Pennsylvania, USA. Smith was influenced by both gospel and blues.",429078,3730395,"Lou Donaldson, Stanley Turrentine, Grant Green, Hank Mobley, Jimmy McGriff",,,
Chaka Khan,funk (Origen: funk),Canción,Never Miss the Water - Franktified Club Mix,2024,6EihgPMIUxhYFG0KUXwIbC,4oA1dNxnQlVR9ObEhI0clE,"Yvette Marie Stevens (born March 23, 1953), better known as Chaka Khan, and frequently referred to as the ""Queen of Funk"", is a 10-time Grammy Award winning American singer-songwriter from Chicago, Illinois who gained fame in the 1970s as the frontwoman and focal point of the funk band Rufus.

In  1964, at the age of 11, Khan formed her first musical group, the Crystalettes. While still in high school, she joined the Afro-Arts Theater, a group which toured with Motown great Mary Wells; a few years later",1215175,11791173,"Rufus, Phyllis Hyman, Patti LaBelle, Stephanie Mills, Diana Ross",,,
