Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
Gorillaz,Reggaeton (Origen: indie),Canción,Broken,2010,3THFKx88trZuOFlssVLJ5G,2dIGnmEIy1WZIcZCFSj6i8,60,"Gorillaz is a British virtual band created in 1998 by musician Damon Albarn and artist Jamie Hewlett. The band currently consists of four animated members: Murdoc Niccals (bass guitar) who formed the band, 2-D (lead vocals, keyboards), Noodle (guitar, vocals) and Russel Hobbs (drums and percussion). Their fictional universe is explored through animated music videos, interviews and animated shorts. In reality, Albarn is the only permanent musical contributor and often collaborates with other musicians. <a href=""https://www.last.fm/music/Gorillaz"">Read more on Last.fm</a>",482769687,6653491
Caribou,Reggaeton (Origen: indie),Canción,Odessa,2010,3iwH1DfB0Yq2uKhCv7SMxp,1lL2AaLIWqdM0UArMxAPkp,54,"There is more than one artist with this name, including: 
1) Caribou is Canadian Dan Snaith (b. 1978); 
2) Caribou was a French band active in the 1970s; 
3) Caribou is a New Zealand band from Dunedin/Ōtepoti.  

1) Caribou is Canadian Dan Snaith (born Daniel Victor Snaith on 29 March 1978), who formerly recorded under the moniker Manitoba. Known for altering his sound with each subsequent release, he incorporates electronic psychedelia, krautrock rhythms, and breakbeat drums and creates a swirling, lush, musical panorama. <a href=""https://www.last.fm/music/Caribou"">Read more on Last.fm</a>",47078060,1371425
James Vincent McMorrow,Reggaeton (Origen: indie),Canción,We Don't Eat,2010,2Fpf5a5fGDWSHNj1iIPc5W,33HjgKPNuu4pYcTzAShz2i,47,"James Vincent McMorrow is an Irish singer-songwriter from Dublin, Ireland. McMorrow began performing under his own name in 2007, releasing an EP entitled The Sparrow and the Wolf in 2008. His debut album, Early in the Morning, was released in February 2010 via Believe Recordings in Ireland. The album's momentum was initially slow, but the use of one of the album's songs on Grey's Anatomy sparked interest in the US and in Europe. The album was released to the rest of the world in March 2011; and charted in the top 30 in Ireland and Norway. <a href=""https://www.last.fm/music/James+Vincent+McMorrow"">Read more on Last.fm</a>",16398037,952654
IZAL,Reggaeton (Origen: indie),Canción,Teletransporte,2010,1yEi7Cjf4nNhkEEKDkFcre,6i0Twqpwao7f4jasg9FQVU,29,"In 2010, with more than 10 years of experience behind them, five musicians came together to form IZAL. A band made up of Mikel Izal (vocals, composer, guitar, ukulele), Emanuel Pérez “Gato” (bass), Alejandro Jordá (drums and percussion), Alberto Pérez (guitar, Lap Steel) and Iván Mella (piano, keyboards, synthesizers ). Coming from different geographical locations, Madrid became their ""base"" of operations, which is why the name ""Madrid band"" has been highly honored since its inception, despite not being originally from the capital. <a href=""https://www.last.fm/music/Izal"">Read more on Last.fm</a>",2990503,64907
Two Door Cinema Club,Reggaeton (Origen: indie),Canción,Cigarettes in the Theatre,2010,7iGAkO3j525uGPyrd93VX0,6n8oS6u5qw6xWGT754V1M6,49,"Two Door Cinema Club is a Bangor and Donaghadee, Northern Ireland, UK, electropop / alternative band, formed 2007, consisting of Alex Trimble (vocals, guitar), Kevin Baird (bass, vocals), Sam Halliday (guitar, vocals) and, live only, Benjamin Thompson (drums) and Jacob Berry (keyboard, vocals).  The band has released four albums: ""Tourist History"" (2010), ""Beacon"" (2012), ""Gameshow"" (2016), and ""False Alarm"" (2019).

The band's name resulted from Halliday's mispronunciation of the local cinema's name, Tudor Cinema. <a href=""https://www.last.fm/music/Two+Door+Cinema+Club"">Read more on Last.fm</a>",125795937,3056541
A Flock Of Seagulls,Reggaeton (Origen: indie),Canción,I Ran (So Far Away) - Single Edit,2010,173PnvZh4grHTf31DPXDbJ,0pvhletDH7CphbKErUtPCF,53,"A Flock of Seagulls are a synthpop group formed in 1979 in Liverpool, England by brothers Mike Score (keyboards, vocals) and Ali Score (drums), joining with Frank Maudsley (bass) and Paul Reynolds (guitar), that gained popularity and subsequently infamy in the early days of MTV with the videos for their songs ""I Ran (So Far Away)"" (sometimes known just as ""I Ran"") and ""Space Age Love Song"" , the latter in which showcased lead singer Mike Score's distinct haircut. <a href=""https://www.last.fm/music/A+Flock+of+Seagulls"">Read more on Last.fm</a>",12737520,1208617
Kings of Leon,Reggaeton (Origen: indie),Canción,The End,2010,1T76pppCs1bFBcVpRCWzxS,5xFZ4iElFbUFtOGX4lvdTM,59,"Kings of Leon is an American rock band formed in Nashville, Tennessee, in 1999. The band is composed of brothers Caleb, Nathan and Jared Followill, and their cousin Matthew Followill. The band's early music was a blend of Southern rock and garage rock with blues influences, but it has evolved throughout the years to include a variety of genres and a more alternative, arena rock sound. Kings of Leon achieved initial success in the United Kingdom with nine Top 40 singles <a href=""https://www.last.fm/music/Kings+of+Leon"">Read more on Last.fm</a>",261731799,5028583
Cocoon,Reggaeton (Origen: indie),Canción,Comets,2010,5DmFPew56isHZYQOQHsl7b,1ryMHtVGS1hRJrjNiRHyca,51,"There are at least six bands called Cocoon:

1. Cocoon is a two-piece French band formed in 2006 by Mark Daumail (born 1984, composition, lead vocals, acoustic guitar, ukelele, banjo, beatbox, etc.) and Morgane Imbeaud (born 1987, vocal harmonies, keyboards, arrangements).

""I wanted it to be a male-female duet. A duo like the White Stripes are in rock — we wanted to be the equivalent in folk music,"" Daumail says. Their songs are entirely sung in English. <a href=""https://www.last.fm/music/Cocoon"">Read more on Last.fm</a>",5322023,292698
Pol 3.14,Reggaeton (Origen: indie),Canción,A Ras de Cielo (3 Metros Sobre el Cielo),2010,1eSINRux5GP8rKatpDS7wK,7qlRgHgcSRi9NoXSa1uAUl,34,"Pol o Pol 3.14 es un grupo de música español que está intergardo por Joaquín, que utiliza el nombre de Pol, y por Ricardo, Borja y Christian, los 3.14
Llegó a la popularidad por interpretar sus canciones en la última temporada de Los hombres de Paco
Sus canciones más conocidas son 'Lo que no ves', seguida de 'Bipolar', la más importante para el grupo ya que fue la canción con la que llegaron a la televisión, y 'A ras de cielo'.
Pol comienza en 2005 curtiéndose en los bares madrileños acompañado de su guitarra. <a href=""https://www.last.fm/music/Pol+3.14"">Read more on Last.fm</a>",270849,24524
Supersubmarina,Reggaeton (Origen: indie),Canción,Centro De Atencion,2010,1YyXJmUsPOIaBoBMHCOeBB,3LYJiRx2vxocmtxikxcnKN,27,"Supersubmarina is a Spanish indie pop-rock band from Baeza (Jaen). <a href=""https://www.last.fm/music/Supersubmarina"">Read more on Last.fm</a>",3004060,70914
Arcade Fire,Reggaeton (Origen: indie),Canción,Ready to Start,2010,01wsKcJ8ptqUmatpJlEGYj,3DrgM5X3yX1JP1liNLAOHI,50,"Arcade Fire is a Canadian indie rock band formed in Montreal, Quebec, Canada in 2001. The band consists of Win Butler (vocals, guitar, piano), Régine Chassagne (vocals, accordion, keyboards, hurdy gurdy, drums), Richard Reed Parry (bass, guitar), Tim Kingsbury (bass), and Jeremy Gara (drums). Montreal percussionist Dane Mills performed on the EP and in early live shows.  Will Butler (keyboards, guitar) left the band in 2022 to focus on his solo career. The touring band includes horn players and violinists. <a href=""https://www.last.fm/music/Arcade+Fire"">Read more on Last.fm</a>",222581489,3064291
Angus & Julia Stone,Reggaeton (Origen: indie),Canción,Santa Monica Dream,2010,10NKsfeOzLXqyOtmMEHHu9,0Q9wQEB1q2C8uHMQhCMtGZ,47,"Angus & Julia Stone are an Australian acoustic folk-pop duo consisting of siblings Julia Stone and Angus Stone from Sydney, New South Wales, Australia. Their decision to collaborate was taken at the beginning of 2006. Prior to that, both had performed as solo artists at open mic nights but utilised the other as a backing partner.  Ultimately they came up with the same idea, “Why don’t we play together? It kind of made a lot of sense”. In terms of composing the material <a href=""https://www.last.fm/music/Angus+&+Julia+Stone"">Read more on Last.fm</a>",45832574,1636050
Lori Meyers,Reggaeton (Origen: indie),Canción,Rumba En Atmósfera Cero,2010,5aKu4pCxgYAXeCIVMTtUD0,1Wi1sETJXV9JCa5KycSuBA,29,"Lori Meyers is an spanish indie pop band from Loja, Spain, formed in 1998. The members are Antonio López, Julián Méndez, Alejandro Méndez and Alfredo Núñez. 

First their style was asociated to the noise pop of Los Planetas (Granada is near Loja) but later the 60s revival influences with rich vocal harmonies related them with other granadian band: Los Ángeles.

They have produced two EPs, La Caza and Ya Lo Sabes, and three LPs, ""Viaje De Estudios"", ""Hostal Pimodan"" and ""Cronolánea"".

More information on www.lorimeyers.net <a href=""https://www.last.fm/music/Lori+Meyers"">Read more on Last.fm</a>",4109591,120236
The Tallest Man On Earth,Reggaeton (Origen: indie),Canción,The Dreamer,2010,5FcLey1TteEHktzvMcTk7S,5lCQtNmeRx4cI4UDwdv6Rn,48,"Kristian Matsson (born 30 April 1983) is a singer-songwriter from Dalarna, Sweden, who performs under the stage name of The Tallest Man on Earth. Matsson grew up in Leksand, and began his solo career in 2006, having previously been the lead singer of the indie band Montezumas. His music has often drawn comparisons to the music of Bob Dylan.

Since 2006, Matsson has released four full-length albums and two EPs. He records and produces these in his home, and usually records his voice and guitar together on one track. <a href=""https://www.last.fm/music/The+Tallest+Man+on+Earth"">Read more on Last.fm</a>",41914209,1120989
Antílopez,Reggaeton (Origen: indie),Canción,La Necrológica de un Amorío,2010,155O8cTo0xTQZo8ZyhRmNe,4dpcJfZ1BRLeHhV7nIGnnp,29,"Antílopez es un dúo de artistas onubenses con un nuevo concepto de canción de autor. Son compositores e intérpretes de sus creaciones y espectáculos, cuya escena es representativa por un toque de post-humorismo. Algunos medios lo han denominado como ""un gen Globetrotter en su música"". Un aire desenfadado dentro de lo virtuoso, cercano y sencillo dentro de lo poético, al que aplican con comicidad una extensión de lo que son abajo del escenario: divagaciones <a href=""https://www.last.fm/music/+noredirect/Ant%C3%ADlopez"">Read more on Last.fm</a>",212019,10249
Miami Horror,Reggaeton (Origen: indie),Canción,I Look to You,2010,4i7HrBTsaocmoNPoifG7Bd,37oEeZfUpmbYlJnORF36Zk,54,"Miami Horror are an Australian indie-electronic band from Melbourne, Australia (with the name referring to producer, Benjamin Plant, and to the four-piece live incarnation). Beginning in  2007 under the moniker Miami Horror, Plant started with a series of remixes. The debut release came in 2008 with a five-track EP, Bravado, on Virgin Records. The live show has Plant augmented by Josh Moriarty (Peacocks, ex-Young & Restless) (guitars), DJ/producer Aaron Shanahan (drums), and Daniel Whitechurch (bass, keyboards, and guitars). <a href=""https://www.last.fm/music/Miami+Horror"">Read more on Last.fm</a>",14014955,778646
Broken Bells,Reggaeton (Origen: indie),Canción,The Ghost Inside,2010,32fmQsWSAaDas2MJRyMSGG,0X7WyEKdm5afGj1fmD7Blx,56,"Broken Bells is an American indie rock duo which formed in 2009 in Los Angeles. The band consists of James Mercer (vocals, guitar) and Brian ""Danger Mouse"" Burton (multiple instruments, production). Mercer is a member of the indie rock band The Shins and Burton is a member of Gnarls Barkley and Dangerdoom, as well as being a respected producer for such artists as Beck, Gorillaz, The Rapture and The Black Keys.

The debut self-titled album by Broken Bells was released on Columbia Records on March 9, 2010. <a href=""https://www.last.fm/music/Broken+Bells"">Read more on Last.fm</a>",34449323,1379814
IZAL,Reggaeton (Origen: indie),Canción,Cara de Poker,2010,4EFhl3W8FRdVVnQcKW6sPP,6i0Twqpwao7f4jasg9FQVU,27,"In 2010, with more than 10 years of experience behind them, five musicians came together to form IZAL. A band made up of Mikel Izal (vocals, composer, guitar, ukulele), Emanuel Pérez “Gato” (bass), Alejandro Jordá (drums and percussion), Alberto Pérez (guitar, Lap Steel) and Iván Mella (piano, keyboards, synthesizers ). Coming from different geographical locations, Madrid became their ""base"" of operations, which is why the name ""Madrid band"" has been highly honored since its inception, despite not being originally from the capital. <a href=""https://www.last.fm/music/Izal"">Read more on Last.fm</a>",2990503,64907
Alex G,Reggaeton (Origen: indie),Canción,Gnaw,2010,4F7SWwVXyvGlCs9TtXJbUd,42bSpkr89bdrwMMNuEZlDJ,70,"Alex Giannascoli, better known by his stage name Alex G (formerly (Sandy) Alex G), is a multi-instrumentalist based in  Philadelphia, Pa. He attended Haverford High School where he served as a member of The Skin Cells (2006-2015) along with Sam and Colin Acchione.

Under his own name of Alex G, he started his career with DIY self-releases on Bandcamp and began building up an audience with his label debut, DSU (2014), released on Orchid Tapes to critical acclaim from various publications. <a href=""https://www.last.fm/music/Alex+G"">Read more on Last.fm</a>",235236674,1960230
MGMT,Reggaeton (Origen: indie),Canción,Congratulations,2010,6kblAEj0T0312fv5QWsXzo,3HA1Ru1gEAgaxTywkJmBOL,58,"MGMT is an American alternative band which formed in 2002 in Middletown, Connecticut, United States. The band's founding members, Andrew VanWyngarden (lead vocalist, primary songwriter, multi-instrumentalist) and Ben Goldwasser (backing vocalist, multi-instrumentalist), met while attending Wesleyan University, and have remained as the core of the group to this day.

They intially named their project The Management, under which they recorded two demo EPs (which ended up being unofficially leaked online in 2005 as Climbing to New Lows) <a href=""https://www.last.fm/music/MGMT"">Read more on Last.fm</a>",212909460,5124157
Brandon Flowers,Reggaeton (Origen: indie),Canción,Jilted Lovers & Broken Hearts,2010,50nMTUEOuBUF7Q3FRs8Qpw,7zKxFkMyehmw9u3MhLpMPK,45,"Brandon Richard Flowers (born June 21, 1981 in Henderson, Nevada, United States) is the vocalist and keyboardist in the American indie rock band The Killers. His older brother Shane, got him into music like The Smiths and Morrissey, The Beatles, The Cure and Queen. Brandon has played with U2, New Order, Pet Shop Boys, Bruce Springsteen and other bands of which he is a fan. 

While listening to the radio in his car after his very first college class, Flowers heard the song ""Changes"" by David Bowie. <a href=""https://www.last.fm/music/Brandon+Flowers"">Read more on Last.fm</a>",16390918,617564
Love of Lesbian,Reggaeton (Origen: indie),Canción,Club de fans de John Boy - Remix,2010,1akyeGFjYXwTF65OMgfKEX,6RH7NZcRAI1qnkCBCyId79,30,"Love of Lesbian is a Spanish indie pop/indie rock band. 
In the beginning they were influenced by The Cure (they toured with them in Spain), Radiohead and R.E.M. Today they have the personal Love of Lesbian sound and style. There is always a ""sold out"" at all their concerts. Each one is a mix of party-concert-celebration-catharsis.
Santi Balmes, the writer, main composer, and charismatic leader brings to each album excellent lyrics of high composition, from a delicious sense of humour to deep emotional tales. <a href=""https://www.last.fm/music/Love+of+Lesbian"">Read more on Last.fm</a>",11270313,174459
